PERSON_ID,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FIRST_LAST,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,PLAYER_SLUG,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_SLUG,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH
1630568,"Garza, Luka",Luka Garza,1,2021,2024,luka_garza,luka_garza,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,01
201188,"Gasol, Marc",Marc Gasol,0,2008,2020,marc_gasol,marc_gasol,0,,,,,,Y,00
1629232,"Gates, Kaiser",Kaiser Gates,0,2023,2023,kaiser_gates,kaiser_gates,0,,,,,,Y,11
200752,"Gay, Rudy",Rudy Gay,0,2006,2022,rudy_gay,rudy_gay,0,,,,,,Y,00
1641718,"George, Keyonte",Keyonte George,1,2023,2024,keyonte_george,keyonte_george,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,00
1642273,"George, Kyshawn",Kyshawn George,0,2024,2024,kyshawn_george,kyshawn_george,0,,,,,,N,00
202331,"George, Paul",Paul George,1,2010,2024,paul_george,paul_george,1610612746,LA,Clippers,LAC,clippers,clippers,Y,00
201959,"Gibson, Taj",Taj Gibson,1,2009,2024,taj_gibson,taj_gibson,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,00
1630581,"Giddey, Josh",Josh Giddey,1,2021,2024,josh_giddey,josh_giddey,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,00
1628385,"Giles III, Harry",Harry Giles III,1,2017,2024,harry_giles,harry_giles_iii,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,11
1628983,"Gilgeous-Alexander, Shai",Shai Gilgeous-Alexander,1,2018,2024,shai_gilgeous-alexander,shai_gilgeous-alexander,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,00
1630264,"Gill, Anthony",Anthony Gill,1,2020,2024,anthony_gill,anthony_gill,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,00
1631221,"Gillespie, Collin",Collin Gillespie,1,2022,2024,collin_gillespie,collin_gillespie,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,11
1630273,"Gillespie, Freddie",Freddie Gillespie,0,2020,2021,freddie_gillespie,freddie_gillespie,0,,,,,,Y,01
1631367,"Gilyard, Jacob",Jacob Gilyard,1,2022,2024,jacob_gilyard,jacob_gilyard,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,11
203497,"Gobert, Rudy",Rudy Gobert,1,2013,2024,rudy_gobert,rudy_gobert,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,01
1629164,"Goodwin, Brandon",Brandon Goodwin,0,2018,2021,brandon_goodwin,brandon_goodwin,0,,,,,,Y,11
1630692,"Goodwin, Jordan",Jordan Goodwin,1,2021,2024,jordan_goodwin,jordan_goodwin,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,01
203932,"Gordon, Aaron",Aaron Gordon,1,2014,2024,aaron_gordon,aaron_gordon,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,00
201569,"Gordon, Eric",Eric Gordon,1,2008,2024,eric_gordon,eric_gordon,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00
1641789,"Gortman, Jazian",Jazian Gortman,0,2024,2024,jazian_gortman,jazian_gortman,0,,,,,,Y,11
1628984,"Graham, Devonte'",Devonte' Graham,1,2018,2024,devonte_graham,devonte_graham,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,01
203924,"Grant, Jerami",Jerami Grant,1,2014,2024,jerami_grant,jerami_grant,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,00
1629755,"Gravett, Hassani",Hassani Gravett,0,2021,2021,hassani_gravett,hassani_gravett,0,,,,,,Y,01
1630564,"Gray, RaiQuan",RaiQuan Gray,1,2022,2023,raiquan_gray,raiquan_gray,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,11
1631260,"Green, AJ",AJ Green,1,2022,2024,aj_green,aj_green,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,11
201980,"Green, Danny",Danny Green,0,2009,2023,danny_green,danny_green,0,,,,,,Y,01
203110,"Green, Draymond",Draymond Green,1,2012,2024,draymond_green,draymond_green,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,00
203210,"Green, JaMychal",JaMychal Green,0,2014,2022,jamychal_green,jamychal_green,0,,,,,,Y,01
1630224,"Green, Jalen",Jalen Green,1,2021,2024,jalen_green,jalen_green,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,01
1629750,"Green, Javonte",Javonte Green,1,2019,2024,javonte_green,javonte_green,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,11
201145,"Green, Jeff",Jeff Green,1,2007,2024,jeff_green,jeff_green,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,00
1630182,"Green, Josh",Josh Green,1,2020,2024,josh_green,josh_green,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,01
1631100,"Griffin, AJ",AJ Griffin,1,2022,2024,aj_griffin,aj_griffin,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,11
201933,"Griffin, Blake",Blake Griffin,0,2009,2022,blake_griffin,blake_griffin,0,,,,,,Y,00
1629656,"Grimes, Quentin",Quentin Grimes,1,2021,2024,quentin_grimes,quentin_grimes,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,00
1631338,"Gueye, Mouhamadou",Mouhamadou Gueye,1,2023,2023,mouhamadou_gueye,mouhamadou_gueye,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,11
1631243,"Gueye, Mouhamed",Mouhamed Gueye,1,2023,2024,mouhamed_gueye,mouhamed_gueye,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,11
1629657,"Guy, Kyle",Kyle Guy,0,2019,2021,kyle_guy,kyle_guy,0,,,,,,Y,01
1629060,"Hachimura, Rui",Rui Hachimura,1,2019,2024,rui_hachimura,rui_hachimura,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,00
1630204,"Hagans, Ashton",Ashton Hagans,1,2020,2024,ashton_hagans,ashton_hagans,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,11
1630169,"Haliburton, Tyrese",Tyrese Haliburton,1,2020,2024,tyrese_haliburton,tyrese_haliburton,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,00
1629743,"Hall, Donta",Donta Hall,0,2019,2020,donta_hall,donta_hall,0,,,,,,Y,01
1631160,"Hall, Jordan",Jordan Hall,0,2022,2022,jordan_hall,jordan_hall,0,,,,,,Y,11
1630221,"Hall, Josh",Josh Hall,0,2020,2020,josh_hall,josh_hall,0,,,,,,Y,01
1641790,"Hall, PJ",PJ Hall,0,2024,2024,pj_hall,pj_hall,0,,,,,,N,00
1629788,"Hall, Tyler",Tyler Hall,0,2021,2021,tyler_hall,tyler_hall,0,,,,,,Y,11
1630181,"Hampton, R.J.",R.J. Hampton,0,2020,2023,rj_hampton,rj_hampton,0,,,,,,Y,11
203501,"Hardaway Jr., Tim",Tim Hardaway Jr.,1,2013,2024,tim_hardaway_jr,tim_hardaway_jr,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,01
201935,"Harden, James",James Harden,1,2009,2024,james_harden,james_harden,1610612746,LA,Clippers,LAC,clippers,clippers,Y,00
1630702,"Hardy, Jaden",Jaden Hardy,1,2022,2024,jaden_hardy,jaden_hardy,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,00
203090,"Harkless, Maurice",Maurice Harkless,0,2012,2021,maurice_harkless,maurice_harkless,0,,,,,,Y,11
1629607,"Harper, Jared",Jared Harper,0,2019,2021,jared_harper,jared_harper,0,,,,,,Y,01
1631199,"Harper Jr., Ron",Ron Harper Jr.,0,2022,2024,ron_harper_jr,ron_harper_jr,0,,,,,,Y,01
1626149,"Harrell, Montrezl",Montrezl Harrell,0,2015,2022,montrezl_harrell,montrezl_harrell,0,,,,,,Y,01
203914,"Harris, Gary",Gary Harris,1,2014,2024,gary_harris,gary_harris,1610612753,Orlando,Magic,ORL,magic,magic,Y,00
1630223,"Harris, Jalen",Jalen Harris,0,2020,2020,jalen_harris,jalen_harris,0,,,,,,Y,11
203925,"Harris, Joe",Joe Harris,0,2014,2023,joe_harris,joe_harris,0,,,,,,Y,01
1630284,"Harris, Kevon",Kevon Harris,1,2022,2023,kevon_harris,kevon_harris,1610612753,Orlando,Magic,ORL,magic,magic,Y,11
202699,"Harris, Tobias",Tobias Harris,1,2011,2024,tobias_harris,tobias_harris,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,00
1627885,"Harrison, Shaquille",Shaquille Harrison,0,2017,2023,shaquille_harrison,shaquille_harrison,0,,,,,,Y,11
1628404,"Hart, Josh",Josh Hart,1,2017,2024,josh_hart,josh_hart,1610612752,New York,Knicks,NYK,knicks,knicks,Y,01
1628392,"Hartenstein, Isaiah",Isaiah Hartenstein,1,2018,2024,isaiah_hartenstein,isaiah_hartenstein,1610612752,New York,Knicks,NYK,knicks,knicks,Y,01
2617,"Haslem, Udonis",Udonis Haslem,0,2003,2022,udonis_haslem,udonis_haslem,0,,,,,,Y,00
1630573,"Hauser, Sam",Sam Hauser,1,2021,2024,sam_hauser,sam_hauser,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,01
1641722,"Hawkins, Jordan",Jordan Hawkins,1,2023,2024,jordan_hawkins,jordan_hawkins,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,11
1629637,"Hayes, Jaxson",Jaxson Hayes,1,2019,2024,jaxson_hayes,jaxson_hayes,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,00
1630165,"Hayes, Killian",Killian Hayes,0,2020,2023,killian_hayes,killian_hayes,0,,,,,,Y,00
202330,"Hayward, Gordon",Gordon Hayward,1,2010,2023,gordon_hayward,gordon_hayward,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,00
1630703,"Henderson, Scoot",Scoot Henderson,1,2023,2024,scoot_henderson,scoot_henderson,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,01
1641707,"Hendricks, Taylor",Taylor Hendricks,1,2023,2024,taylor_hendricks,taylor_hendricks,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,11
1630565,"Henry, Aaron",Aaron Henry,0,2021,2021,aaron_henry,aaron_henry,0,,,,,,Y,01
1627823,"Hernangomez, Juancho",Juancho Hernangomez,0,2016,2022,juan_hernangomez,juancho_hernangomez,0,,,,,,Y,01
1626195,"Hernangomez, Willy",Willy Hernangomez,0,2016,2022,willy_hernangomez,willy_hernangomez,0,,,,,,Y,00
1629639,"Herro, Tyler",Tyler Herro,1,2019,2024,tyler_herro,tyler_herro,1610612748,Miami,Heat,MIA,heat,heat,Y,00
1627741,"Hield, Buddy",Buddy Hield,1,2016,2024,buddy_hield,buddy_hield,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,00
1629312,"Highsmith, Haywood",Haywood Highsmith,1,2018,2024,haywood_highsmith,haywood_highsmith,1610612748,Miami,Heat,MIA,heat,heat,Y,01
201588,"Hill, George",George Hill,0,2008,2022,george_hill,george_hill,0,,,,,,Y,00
1630792,"Hill, Malcolm",Malcolm Hill,1,2021,2024,malcolm_hill,malcolm_hill,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,11
203524,"Hill, Solomon",Solomon Hill,0,2013,2021,solomon_hill,solomon_hill,0,,,,,,Y,01
1642396,"Hinson, Blake",Blake Hinson,0,2024,2024,blake_hinson,blake_hinson,0,,,,,,N,00
1630207,"Hinton, Nate",Nate Hinton,1,2020,2024,nate_hinton,nate_hinton,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,11
1629658,"Hoard, Jaylen",Jaylen Hoard,0,2019,2021,jalen_hoard,jaylen_hoard,0,,,,,,Y,01
1641793,"Hodge, D'Moi",D'Moi Hodge,0,2023,2023,dmoi_hodge,dmoi_hodge,0,,,,,,Y,11
1628988,"Holiday, Aaron",Aaron Holiday,1,2018,2024,aaron_holiday,aaron_holiday,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,00
201950,"Holiday, Jrue",Jrue Holiday,1,2009,2024,jrue_holiday,jrue_holiday,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,00
203200,"Holiday, Justin",Justin Holiday,1,2012,2024,justin_holiday,justin_holiday,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,01
1641842,"Holland II, Ronald",Ronald Holland II,0,2024,2024,ronald_holland_ii,ronald_holland_ii,0,,,,,,N,11
1626178,"Hollis-Jefferson, Rondae",Rondae Hollis-Jefferson,0,2015,2020,rondae_hollis-jefferson,rondae_hollis-jefferson,0,,,,,,Y,00
1626158,"Holmes, Richaun",Richaun Holmes,1,2015,2024,richaun_holmes,richaun_holmes,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,01
1641747,"Holmes II, DaRon",DaRon Holmes II,0,2024,2024,daron_holmes_ii,daron_holmes_ii,0,,,,,,N,00
1631096,"Holmgren, Chet",Chet Holmgren,1,2022,2024,chet_holmgren,chet_holmgren,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,00
1630258,"Homesley, Caleb",Caleb Homesley,0,2020,2020,caleb_homesley,caleb_homesley,0,,,,,,Y,01
203918,"Hood, Rodney",Rodney Hood,0,2014,2021,rodney_hood,rodney_hood,0,,,,,,Y,11
1641720,"Hood-Schifino, Jalen",Jalen Hood-Schifino,1,2023,2024,jalen_hood-schifino,jalen_hood-schifino,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,11
203816,"Hopson, Scotty",Scotty Hopson,0,2013,2021,scotty_hopson,scotty_hopson,0,,,,,,Y,11
201143,"Horford, Al",Al Horford,1,2007,2024,al_horford,al_horford,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,00
1629659,"Horton-Tucker, Talen",Talen Horton-Tucker,1,2019,2023,talen_horton-tucker,talen_horton-tucker,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,01
1627863,"House Jr., Danuel",Danuel House Jr.,0,2016,2023,danuel_house,danuel_house_jr,0,,,,,,Y,01
1631216,"Houstan, Caleb",Caleb Houstan,1,2022,2024,caleb_houstan,caleb_houstan,1610612753,Orlando,Magic,ORL,magic,magic,Y,01
2730,"Howard, Dwight",Dwight Howard,0,2004,2021,dwight_howard,dwight_howard,0,,,,,,Y,00
1641724,"Howard, Jett",Jett Howard,1,2023,2024,jett_howard,jett_howard,1610612753,Orlando,Magic,ORL,magic,magic,Y,11
1630210,"Howard, Markus",Markus Howard,0,2020,2021,markus_howard,markus_howard,0,,,,,,Y,01
1631309,"Hudgins, Trevor",Trevor Hudgins,0,2022,2022,trevor_hudgins,trevor_hudgins,0,,,,,,Y,01
1628989,"Huerter, Kevin",Kevin Huerter,1,2018,2024,kevin_huerter,kevin_huerter,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00
1630643,"Huff, Jay",Jay Huff,1,2021,2024,jay_huff,jay_huff,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,11
1630190,"Hughes, Elijah",Elijah Hughes,0,2020,2021,elijah_hughes,elijah_hughes,0,,,,,,Y,11
1630574,"Hukporti, Ariel",Ariel Hukporti,0,2024,2024,ariel_hukporti,ariel_hukporti,0,,,,,,N,00
1630624,"Hunt, Feron",Feron Hunt,0,2021,2021,feron_hunt,feron_hunt,0,,,,,,Y,11
1629631,"Hunter, De'Andre",De'Andre Hunter,1,2019,2024,deandre_hunter,deandre_hunter,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,00
1630562,"Hurt, Matt",Matt Hurt,0,2023,2023,matt_hurt,matt_hurt,0,,,,,,Y,11
1628990,"Hutchison, Chandler",Chandler Hutchison,0,2018,2021,chandler_hutchison,chandler_hutchison,0,,,,,,Y,01
1630538,"Hyland, Bones",Bones Hyland,1,2021,2024,nahshon_hyland,bones_hyland,1610612746,LA,Clippers,LAC,clippers,clippers,Y,00
201586,"Ibaka, Serge",Serge Ibaka,0,2009,2022,serge_ibaka,serge_ibaka,0,,,,,,Y,00
1642345,"Ighodaro, Oso",Oso Ighodaro,0,2024,2024,oso_ighodaro,oso_ighodaro,0,,,,,,N,00
2738,"Iguodala, Andre",Andre Iguodala,0,2004,2022,andre_iguodala,andre_iguodala,0,,,,,,Y,00
101141,"Ilyasova, Ersan",Ersan Ilyasova,0,2006,2020,ersan_ilyasova,ersan_ilyasova,0,,,,,,Y,01
204060,"Ingles, Joe",Joe Ingles,1,2014,2024,joe_ingles,joe_ingles,1610612753,Orlando,Magic,ORL,magic,magic,Y,00
1627742,"Ingram, Brandon",Brandon Ingram,1,2016,2024,brandon_ingram,brandon_ingram,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,00
1631127,"Ingram, Harrison",Harrison Ingram,0,2024,2024,harrison_ingram,harrison_ingram,0,,,,,,N,00
202681,"Irving, Kyrie",Kyrie Irving,1,2011,2024,kyrie_irving,kyrie_irving,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,00
1628371,"Isaac, Jonathan",Jonathan Isaac,1,2017,2024,jonathan_isaac,jonathan_isaac,1610612753,Orlando,Magic,ORL,magic,magic,Y,01
1631093,"Ivey, Jaden",Jaden Ivey,1,2022,2024,jaden_ivey,jaden_ivey,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,00
1628411,"Iwundu, Wes",Wes Iwundu,0,2017,2021,wes_iwundu,wes_iwundu,0,,,,,,Y,01
1628402,"Jackson, Frank",Frank Jackson,0,2017,2022,frank_jackson,frank_jackson,0,,,,,,Y,01
1630543,"Jackson, Isaiah",Isaiah Jackson,1,2021,2024,isaiah_jackson,isaiah_jackson,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,01
1628367,"Jackson, Josh",Josh Jackson,0,2017,2021,josh_jackson,josh_jackson,0,,,,,,Y,01
1628382,"Jackson, Justin",Justin Jackson,0,2017,2023,justin_jackson,justin_jackson,0,,,,,,Y,11
1631245,"Jackson, Quenton",Quenton Jackson,1,2022,2024,quenton_jackson,quenton_jackson,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,11
202704,"Jackson, Reggie",Reggie Jackson,1,2011,2024,reggie_jackson,reggie_jackson,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,01
1641713,"Jackson II, GG",GG Jackson II,1,2023,2024,gg_jackson,gg_jackson_ii,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,11
1641748,"Jackson Jr., Andre",Andre Jackson Jr.,1,2023,2024,andre_jackson_jr,andre_jackson_jr,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,11
1628991,"Jackson Jr., Jaren",Jaren Jackson Jr.,1,2018,2024,jaren_jackson_jr,jaren_jackson_jr,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,00
1631218,"Jackson-Davis, Trayce",Trayce Jackson-Davis,1,2023,2024,trayce_jackson-davis,trayce_jackson-davis,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,00
1642355,"James, Bronny",Bronny James,0,2024,2024,tmp_bronny_james,bronny_james,0,,,,,,N,00
1629713,"James, Justin",Justin James,0,2019,2020,justin_james,justin_james,0,,,,,,Y,01
2544,"James, LeBron",LeBron James,1,2003,2024,lebron_james,lebron_james,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,00
1628455,"James, Mike",Mike James,0,2017,2020,mike_james,mike_james,0,,,,,,Y,01
1631170,"Jaquez Jr., Jaime",Jaime Jaquez Jr.,1,2023,2024,jaime_jaquez_jr,jaime_jaquez_jr,1610612748,Miami,Heat,MIA,heat,heat,Y,00
1630610,"Jarreau, DeJon",DeJon Jarreau,0,2021,2023,dejon_jarreau,dejon_jarreau,0,,,,,,Y,11
1629610,"Jeffries, DaQuan",DaQuan Jeffries,1,2019,2024,daquan_jeffries,daquan_jeffries,1610612752,New York,Knicks,NYK,knicks,knicks,Y,11
1641998,"Jemison, Trey",Trey Jemison,1,2023,2024,trey_jemison,trey_jemison,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,11
1642450,"Jenkins, Daniss",Daniss Jenkins,0,2024,2024,daniss_jenkins,daniss_jenkins,0,,,,,,N,00
1629660,"Jerome, Ty",Ty Jerome,1,2019,2024,ty_jerome,ty_jerome,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,01
1630198,"Joe, Isaiah",Isaiah Joe,1,2020,2024,isaiah_joe,isaiah_joe,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,01
1642358,"Johnson, AJ",AJ Johnson,0,2024,2024,aj_johnson,aj_johnson,0,,,,,,N,00
1628993,"Johnson, Alize",Alize Johnson,0,2018,2022,alize_johnson,alize_johnson,0,,,,,,Y,01
1629168,"Johnson, BJ",BJ Johnson,0,2018,2021,bj_johnson,bj_johnson,0,,,,,,Y,01
1629661,"Johnson, Cameron",Cameron Johnson,1,2019,2024,cameron_johnson,cameron_johnson,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,00
1630525,"Johnson, David",David Johnson,0,2021,2021,david_johnson,david_johnson,0,,,,,,Y,11
1630552,"Johnson, Jalen",Jalen Johnson,1,2021,2024,jalen_johnson,jalen_johnson,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,01
201949,"Johnson, James",James Johnson,1,2009,2024,james_johnson,james_johnson,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,01
2207,"Johnson, Joe",Joe Johnson,0,2001,2021,joe_johnson,joe_johnson,0,,,,,,Y,00
1629640,"Johnson, Keldon",Keldon Johnson,1,2019,2024,keldon_johnson,keldon_johnson,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,01
1630553,"Johnson, Keon",Keon Johnson,1,2021,2024,keon_johnson,keon_johnson,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,11
1642352,"Johnson, Keshad",Keshad Johnson,0,2024,2024,tmp_keshad_johnson,keshad_johnson,0,,,,,,N,00
1641749,"Johnson, Keyontae",Keyontae Johnson,1,2023,2023,keyontae_johnson,keyontae_johnson,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,11
1626169,"Johnson, Stanley",Stanley Johnson,0,2015,2022,stanley_johnson,stanley_johnson,0,,,,,,Y,11
204020,"Johnson, Tyler",Tyler Johnson,0,2014,2021,tyler_johnson,tyler_johnson,0,,,,,,Y,01
203999,"Jokic, Nikola",Nikola Jokic,1,2015,2024,nikola_jokic,nikola_jokic,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,00
1630637,"Jones, Carlik",Carlik Jones,0,2021,2022,carlik_jones,carlik_jones,0,,,,,,Y,01
1641732,"Jones, Colby",Colby Jones,1,2023,2024,colby_jones,colby_jones,1610612758,Sacramento,Kings,SAC,kings,kings,Y,11
1627745,"Jones, Damian",Damian Jones,1,2016,2024,damian_jones,damian_jones,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,01
1642357,"Jones, David",David Jones,0,2024,2024,david_jones,david_jones,0,,,,,,N,00
1641794,"Jones, Dillon",Dillon Jones,0,2024,2024,dillon_jones,dillon_jones,0,,,,,,N,00
1630529,"Jones, Herbert",Herbert Jones,1,2021,2024,herbert_jones,herbert_jones,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,00
1642403,"Jones, Isaac",Isaac Jones,0,2024,2024,isaac_jones,isaac_jones,0,,,,,,N,00
1629203,"Jones, Jemerrio",Jemerrio Jones,0,2018,2021,jemerrio_jones,jemerrio_jones,0,,,,,,Y,01
1630539,"Jones, Kai",Kai Jones,1,2021,2024,kai_jones,kai_jones,1610612746,LA,Clippers,LAC,clippers,clippers,Y,11
1630222,"Jones, Mason",Mason Jones,1,2020,2024,mason_jones,mason_jones,1610612758,Sacramento,Kings,SAC,kings,kings,Y,11
1642461,"Jones, Spencer",Spencer Jones,0,2024,2024,spencer_jones,spencer_jones,0,,,,,,N,00
1630200,"Jones, Tre",Tre Jones,1,2020,2024,tre_jones,tre_jones,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,01
1626145,"Jones, Tyus",Tyus Jones,1,2015,2024,tyus_jones,tyus_jones,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,01
1627884,"Jones Jr., Derrick",Derrick Jones Jr.,1,2016,2024,derrick_jones_jr,derrick_jones_jr,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,01
201599,"Jordan, DeAndre",DeAndre Jordan,1,2008,2024,deandre_jordan,deandre_jordan,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,00
202709,"Joseph, Cory",Cory Joseph,0,2011,2024,cory_joseph,cory_joseph,0,,,,,,Y,01
1631107,"Jovic, Nikola",Nikola Jovic,1,2022,2024,nikola_jovic,nikola_jovic,1610612748,Miami,Heat,MIA,heat,heat,Y,01
1630548,"Juzang, Johnny",Johnny Juzang,1,2022,2024,johnny_juzang,johnny_juzang,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,11
1629662,"Kabengele, Mfiondu",Mfiondu Kabengele,0,2019,2022,mfiondu_kabengele,mfiondu_kabengele,0,,,,,,Y,01
1630686,"Kalaitzakis, Georgios",Georgios Kalaitzakis,0,2021,2021,kalaitzakis_georgios,georgios_kalaitzakis,0,,,,,,Y,01
1626163,"Kaminsky, Frank",Frank Kaminsky,0,2015,2022,frank_kaminsky,frank_kaminsky,0,,,,,,Y,00
1631211,"Keels, Trevor",Trevor Keels,0,2022,2022,trevor_keels,trevor_keels,0,,,,,,Y,11
1628379,"Kennard, Luke",Luke Kennard,1,2017,2024,luke_kennard,luke_kennard,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,01
1631117,"Kessler, Walker",Walker Kessler,1,2022,2024,walker_kessler,walker_kessler,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,00
1630296,"Key, Braxton",Braxton Key,1,2021,2024,braxton_key,braxton_key,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,11
1628994,"King, George",George King,0,2018,2021,george_king,george_king,0,,,,,,Y,01
1629663,"King, Louis",Louis King,0,2019,2022,louis_king,louis_king,0,,,,,,Y,11
1641795,"Kinsey, Taevion",Taevion Kinsey,0,2024,2024,taevion_kinsey,taevion_kinsey,0,,,,,,N,11
1630557,"Kispert, Corey",Corey Kispert,1,2021,2024,corey_kispert,corey_kispert,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,00
1628467,"Kleber, Maxi",Maxi Kleber,1,2017,2024,maxi_kleber,maxi_kleber,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,00
1641752,"Klintman, Bobi",Bobi Klintman,0,2024,2024,bobi_klintman,bobi_klintman,0,,,,,,N,00
1642261,"Knecht, Dalton",Dalton Knecht,0,2024,2024,dalton_knecht,dalton_knecht,0,,,,,,N,00
202688,"Knight, Brandon",Brandon Knight,0,2011,2021,brandon_knight,brandon_knight,0,,,,,,Y,01
1630233,"Knight, Nathan",Nathan Knight,0,2020,2022,nathan_knight,nathan_knight,0,,,,,,Y,11
1628995,"Knox II, Kevin",Kevin Knox II,0,2018,2023,kevin_knox,kevin_knox_ii,0,,,,,,Y,11
1642278,"Kolek, Tyler",Tyler Kolek,0,2024,2024,tyler_kolek,tyler_kolek,0,,,,,,N,00
1631132,"Koloko, Christian",Christian Koloko,0,2022,2022,christian_koloko,christian_koloko,0,,,,,,Y,01
1629723,"Konchar, John",John Konchar,1,2019,2024,john_konchar,john_konchar,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,01
1627788,"Korkmaz, Furkan",Furkan Korkmaz,0,2017,2023,furkan_korkmaz,furkan_korkmaz,0,,,,,,Y,01
