ID,Name,Team,Season,Salary,Type
203507.0,Giannis Antetokounmpo,MIL,2028-29,0,Free Agent
203081.0,Damian Lillard,MIL,2023-24,45640084,Guaranteed
203081.0,Damian Lillard,MIL,2024-25,48787676,Guaranteed
203081.0,Damian Lillard,MIL,2025-26,58545211,Guaranteed
203081.0,Damian Lillard,MIL,2026-27,63228828,Player Option
203081.0,Damian Lillard,MIL,2027-28,0,Free Agent
203081.0,Damian Lillard,MIL,2028-29,0,Free Agent
202710.0,Jimmy Butler,MIA,2023-24,45183960,Guaranteed
202710.0,Jimmy Butler,MIA,2024-25,48798677,Guaranteed
202710.0,Jimmy Butler,MIA,2025-26,52413394,Player Option
202710.0,Jimmy Butler,MIA,2026-27,0,Free Agent
202710.0,Jimmy Butler,MIA,2027-28,0,Free Agent
202710.0,Jimmy Butler,MIA,2028-29,0,Free Agent
202691.0,Klay Thompson,DAL,2023-24,43219440,Guaranteed
202691.0,Klay Thompson,DAL,2024-25,0,Free Agent
202691.0,Klay Thompson,DAL,2025-26,0,Free Agent
202691.0,Klay Thompson,DAL,2026-27,0,Free Agent
202691.0,Klay Thompson,DAL,2027-28,0,Free Agent
202691.0,Klay Thompson,DAL,2028-29,0,Free Agent
203497.0,Rudy Gobert,MIN,2023-24,41000000,Guaranteed
203497.0,Rudy Gobert,MIN,2024-25,43827586,Guaranteed
203497.0,Rudy Gobert,MIN,2025-26,46655173,Player Option
203497.0,Rudy Gobert,MIN,2026-27,0,Free Agent
203497.0,Rudy Gobert,MIN,2027-28,0,Free Agent
203497.0,Rudy Gobert,MIN,2028-29,0,Free Agent
1627832.0,Fred VanVleet,HOU,2023-24,40806300,Guaranteed
1627832.0,Fred VanVleet,HOU,2024-25,42846615,Guaranteed
1627832.0,Fred VanVleet,HOU,2025-26,44886930,Team Option
1627832.0,Fred VanVleet,HOU,2026-27,0,Free Agent
1627832.0,Fred VanVleet,HOU,2027-28,0,Free Agent
1627832.0,Fred VanVleet,HOU,2028-29,0,Free Agent
203076.0,Anthony Davis,LAL,2023-24,40600080,Guaranteed
203076.0,Anthony Davis,LAL,2024-25,43219440,Guaranteed
203076.0,Anthony Davis,LAL,2025-26,57604894,Guaranteed
203076.0,Anthony Davis,LAL,2026-27,62213285,Guaranteed
203076.0,Anthony Davis,LAL,2027-28,66821676,Player Option
203076.0,Anthony Davis,LAL,2028-29,0,Free Agent
1629027.0,Trae Young,ATL,2023-24,40064220,Guaranteed
1629027.0,Trae Young,ATL,2024-25,43031940,Guaranteed
1629027.0,Trae Young,ATL,2025-26,45999660,Guaranteed
1629027.0,Trae Young,ATL,2026-27,48967380,Player Option
1629027.0,Trae Young,ATL,2027-28,0,Free Agent
1629027.0,Trae Young,ATL,2028-29,0,Free Agent
203897.0,Zach LaVine,CHI,2023-24,40064220,Guaranteed
203897.0,Zach LaVine,CHI,2024-25,43031940,Guaranteed
203897.0,Zach LaVine,CHI,2025-26,45999660,Guaranteed
203897.0,Zach LaVine,CHI,2026-27,48967380,Player Option
203897.0,Zach LaVine,CHI,2027-28,0,Free Agent
203897.0,Zach LaVine,CHI,2028-29,0,Free Agent
1629029.0,Luka Doncic,DAL,2023-24,40064220,Guaranteed
1629029.0,Luka Doncic,DAL,2024-25,43031940,Guaranteed
1629029.0,Luka Doncic,DAL,2025-26,45999660,Guaranteed
1629029.0,Luka Doncic,DAL,2026-27,48967380,Player Option
1629029.0,Luka Doncic,DAL,2027-28,0,Free Agent
1629029.0,Luka Doncic,DAL,2028-29,0,Free Agent
202699.0,Tobias Harris,DET,2023-24,39270150,Guaranteed
202699.0,Tobias Harris,DET,2024-25,0,Free Agent
202699.0,Tobias Harris,DET,2025-26,0,Free Agent
202699.0,Tobias Harris,DET,2026-27,0,Free Agent
202699.0,Tobias Harris,DET,2027-28,0,Free Agent
202699.0,Tobias Harris,DET,2028-29,0,Free Agent
202681.0,Kyrie Irving,DAL,2023-24,38037037,Guaranteed
202681.0,Kyrie Irving,DAL,2024-25,41000000,Guaranteed
202681.0,Kyrie Irving,DAL,2025-26,43962963,Player Option
202681.0,Kyrie Irving,DAL,2026-27,0,Free Agent
202681.0,Kyrie Irving,DAL,2027-28,0,Free Agent
202681.0,Kyrie Irving,DAL,2028-29,0,Free Agent
1627732.0,Ben Simmons,BKN,2023-24,37893408,Guaranteed
1627732.0,Ben Simmons,BKN,2024-25,40338144,Guaranteed
1627732.0,Ben Simmons,BKN,2025-26,0,Free Agent
1627732.0,Ben Simmons,BKN,2026-27,0,Free Agent
1627732.0,Ben Simmons,BKN,2027-28,0,Free Agent
1627732.0,Ben Simmons,BKN,2028-29,0,Free Agent
1627783.0,Pascal Siakam,IND,2023-24,37893408,Guaranteed
1627783.0,Pascal Siakam,IND,2024-25,0,Free Agent
1627783.0,Pascal Siakam,IND,2025-26,0,Free Agent
1627783.0,Pascal Siakam,IND,2026-27,0,Free Agent
1627783.0,Pascal Siakam,IND,2027-28,0,Free Agent
1627783.0,Pascal Siakam,IND,2028-29,0,Free Agent
201950.0,Jrue Holiday,BOS,2023-24,37620347,Guaranteed
201950.0,Jrue Holiday,BOS,2024-25,30000000,Guaranteed
201950.0,Jrue Holiday,BOS,2025-26,32400000,Guaranteed
201950.0,Jrue Holiday,BOS,2026-27,34800000,Guaranteed
201950.0,Jrue Holiday,BOS,2027-28,37200000,Player Option
201950.0,Jrue Holiday,BOS,2028-29,0,Free Agent
1626157.0,Karl-Anthony Towns,MIN,2023-24,36016200,Guaranteed
1626157.0,Karl-Anthony Towns,MIN,2024-25,49350000,Guaranteed
1626157.0,Karl-Anthony Towns,MIN,2025-26,53298000,Guaranteed
1626157.0,Karl-Anthony Towns,MIN,2026-27,57246000,Guaranteed
1626157.0,Karl-Anthony Towns,MIN,2027-28,61194000,Player Option
1626157.0,Karl-Anthony Towns,MIN,2028-29,0,Free Agent
1626164.0,Devin Booker,PHX,2023-24,36016200,Guaranteed
1626164.0,Devin Booker,PHX,2024-25,49350000,Guaranteed
1626164.0,Devin Booker,PHX,2025-26,53298000,Guaranteed
1626164.0,Devin Booker,PHX,2026-27,57246000,Guaranteed
1626164.0,Devin Booker,PHX,2027-28,61194000,Guaranteed
1626164.0,Devin Booker,PHX,2028-29,0,Free Agent
204001.0,Kristaps Porzingis,BOS,2023-24,36016200,Guaranteed
204001.0,Kristaps Porzingis,BOS,2024-25,29268293,Guaranteed
204001.0,Kristaps Porzingis,BOS,2025-26,30731707,Guaranteed
204001.0,Kristaps Porzingis,BOS,2026-27,0,Free Agent
204001.0,Kristaps Porzingis,BOS,2027-28,0,Free Agent
204001.0,Kristaps Porzingis,BOS,2028-29,0,Free Agent
203468.0,CJ McCollum,NOP,2023-24,35802469,Guaranteed
203468.0,CJ McCollum,NOP,2024-25,33333333,Guaranteed
203468.0,CJ McCollum,NOP,2025-26,30666666,Guaranteed
203468.0,CJ McCollum,NOP,2026-27,0,Free Agent
203468.0,CJ McCollum,NOP,2027-28,0,Free Agent
203468.0,CJ McCollum,NOP,2028-29,0,Free Agent
201935.0,James Harden,LAC,2023-24,35680595,Guaranteed
201935.0,James Harden,LAC,2024-25,0,Free Agent
201935.0,James Harden,LAC,2025-26,0,Free Agent
201935.0,James Harden,LAC,2026-27,0,Free Agent
201935.0,James Harden,LAC,2027-28,0,Free Agent
201935.0,James Harden,LAC,2028-29,0,Free Agent
1629636.0,Darius Garland,CLE,2023-24,34005250,Guaranteed
1629636.0,Darius Garland,CLE,2024-25,36725670,Guaranteed
1629636.0,Darius Garland,CLE,2025-26,39446090,Guaranteed
1629636.0,Darius Garland,CLE,2026-27,42166510,Guaranteed
1629636.0,Darius Garland,CLE,2027-28,44886930,Guaranteed
1629636.0,Darius Garland,CLE,2028-29,0,Free Agent
1629630.0,Ja Morant,MEM,2023-24,34005250,Guaranteed
1629630.0,Ja Morant,MEM,2024-25,36725670,Guaranteed
1629630.0,Ja Morant,MEM,2025-26,39446090,Guaranteed
1629630.0,Ja Morant,MEM,2026-27,42166510,Guaranteed
1629630.0,Ja Morant,MEM,2027-28,44886930,Guaranteed
1629630.0,Ja Morant,MEM,2028-29,0,Free Agent
1629627.0,Zion Williamson,NOP,2023-24,34005250,Guaranteed
1629627.0,Zion Williamson,NOP,2024-25,36725670,Guaranteed
1629627.0,Zion Williamson,NOP,2025-26,39446090,Guaranteed
1629627.0,Zion Williamson,NOP,2026-27,42166510,Guaranteed
1629627.0,Zion Williamson,NOP,2027-28,44886930,Guaranteed
1629627.0,Zion Williamson,NOP,2028-29,0,Free Agent
1627750.0,Jamal Murray,DEN,2023-24,33833400,Guaranteed
1627750.0,Jamal Murray,DEN,2024-25,36016200,Guaranteed
1627750.0,Jamal Murray,DEN,2025-26,0,Free Agent
1627750.0,Jamal Murray,DEN,2026-27,0,Free Agent
1627750.0,Jamal Murray,DEN,2027-28,0,Free Agent
1627750.0,Jamal Murray,DEN,2028-29,0,Free Agent
1627742.0,Brandon Ingram,NOP,2023-24,33833400,Guaranteed
1627742.0,Brandon Ingram,NOP,2024-25,36016200,Guaranteed
1627742.0,Brandon Ingram,NOP,2025-26,0,Free Agent
1627742.0,Brandon Ingram,NOP,2026-27,0,Free Agent
1627742.0,Brandon Ingram,NOP,2027-28,0,Free Agent
1627742.0,Brandon Ingram,NOP,2028-29,0,Free Agent
,Michael Porter,,2023-24,33386850,Guaranteed
,Michael Porter,,2024-25,35859950,Guaranteed
,Michael Porter,,2025-26,38333050,Guaranteed
,Michael Porter,,2026-27,40806150,Guaranteed
,Michael Porter,,2027-28,0,Free Agent
,Michael Porter,,2028-29,0,Free Agent
1628983.0,Shai Gilgeous-Alexander,OKC,2023-24,33386850,Guaranteed
1628983.0,Shai Gilgeous-Alexander,OKC,2024-25,35859950,Guaranteed
1628983.0,Shai Gilgeous-Alexander,OKC,2025-26,38333050,Guaranteed
1628983.0,Shai Gilgeous-Alexander,OKC,2026-27,40806150,Guaranteed
1628983.0,Shai Gilgeous-Alexander,OKC,2027-28,0,Free Agent
1628983.0,Shai Gilgeous-Alexander,OKC,2028-29,0,Free Agent
1628378.0,Donovan Mitchell,CLE,2023-24,33162030,Guaranteed
1628378.0,Donovan Mitchell,CLE,2024-25,35410310,Guaranteed
1628378.0,Donovan Mitchell,CLE,2025-26,37096620,Player Option
1628378.0,Donovan Mitchell,CLE,2026-27,0,Free Agent
1628378.0,Donovan Mitchell,CLE,2027-28,0,Free Agent
1628378.0,Donovan Mitchell,CLE,2028-29,0,Free Agent
1628369.0,Jayson Tatum,BOS,2023-24,32600060,Guaranteed
1628369.0,Jayson Tatum,BOS,2024-25,34848340,Guaranteed
1628369.0,Jayson Tatum,BOS,2025-26,37096620,Player Option
1628369.0,Jayson Tatum,BOS,2026-27,0,Free Agent
1628369.0,Jayson Tatum,BOS,2027-28,0,Free Agent
1628369.0,Jayson Tatum,BOS,2028-29,0,Free Agent
1628389.0,Bam Adebayo,MIA,2023-24,32600060,Guaranteed
1628389.0,Bam Adebayo,MIA,2024-25,34848340,Guaranteed
1628389.0,Bam Adebayo,MIA,2025-26,37096620,Guaranteed
1628389.0,Bam Adebayo,MIA,2026-27,0,Free Agent
1628389.0,Bam Adebayo,MIA,2027-28,0,Free Agent
1628389.0,Bam Adebayo,MIA,2028-29,0,Free Agent
1628368.0,De'Aaron Fox,SAC,2023-24,32600060,Guaranteed
1628368.0,De'Aaron Fox,SAC,2024-25,34848340,Guaranteed
1628368.0,De'Aaron Fox,SAC,2025-26,37096620,Guaranteed
1628368.0,De'Aaron Fox,SAC,2026-27,0,Free Agent
1628368.0,De'Aaron Fox,SAC,2027-28,0,Free Agent
1628368.0,De'Aaron Fox,SAC,2028-29,0,Free Agent
1629028.0,Deandre Ayton,POR,2023-24,32459438,Guaranteed
1629028.0,Deandre Ayton,POR,2024-25,34005126,Guaranteed
1629028.0,Deandre Ayton,POR,2025-26,35550814,Guaranteed
1629028.0,Deandre Ayton,POR,2026-27,0,Free Agent
1629028.0,Deandre Ayton,POR,2027-28,0,Free Agent
1629028.0,Deandre Ayton,POR,2028-29,0,Free Agent
1627759.0,Jaylen Brown,BOS,2023-24,31830357,Guaranteed
1627759.0,Jaylen Brown,BOS,2024-25,49350000,Guaranteed
1627759.0,Jaylen Brown,BOS,2025-26,53298000,Guaranteed
1627759.0,Jaylen Brown,BOS,2026-27,57246000,Guaranteed
1627759.0,Jaylen Brown,BOS,2027-28,61194000,Guaranteed
1627759.0,Jaylen Brown,BOS,2028-29,65142000,Guaranteed
202330.0,Gordon Hayward,OKC,2023-24,31500000,Guaranteed
202330.0,Gordon Hayward,OKC,2024-25,0,Free Agent
202330.0,Gordon Hayward,OKC,2025-26,0,Free Agent
202330.0,Gordon Hayward,OKC,2026-27,0,Free Agent
202330.0,Gordon Hayward,OKC,2027-28,0,Free Agent
202330.0,Gordon Hayward,OKC,2028-29,0,Free Agent
101108.0,Chris Paul,SAS,2023-24,30800000,Guaranteed
101108.0,Chris Paul,SAS,2024-25,30800000,Guaranteed
101108.0,Chris Paul,SAS,2025-26,0,Free Agent
101108.0,Chris Paul,SAS,2026-27,0,Free Agent
101108.0,Chris Paul,SAS,2027-28,0,Free Agent
101108.0,Chris Paul,SAS,2028-29,0,Free Agent
200768.0,Kyle Lowry,PHI,2023-24,29682540,Guaranteed
200768.0,Kyle Lowry,PHI,2024-25,0,Free Agent
200768.0,Kyle Lowry,PHI,2025-26,0,Free Agent
200768.0,Kyle Lowry,PHI,2026-27,0,Free Agent
200768.0,Kyle Lowry,PHI,2027-28,0,Free Agent
200768.0,Kyle Lowry,PHI,2028-29,0,Free Agent
203114.0,Khris Middleton,MIL,2023-24,29320988,Guaranteed
203114.0,Khris Middleton,MIL,2024-25,31666667,Guaranteed
203114.0,Khris Middleton,MIL,2025-26,34012345,Player Option
203114.0,Khris Middleton,MIL,2026-27,0,Free Agent
203114.0,Khris Middleton,MIL,2027-28,0,Free Agent
203114.0,Khris Middleton,MIL,2028-29,0,Free Agent
1627734.0,Domantas Sabonis,SAC,2023-24,29300000,Guaranteed
1627734.0,Domantas Sabonis,SAC,2024-25,40500000,Guaranteed
1627734.0,Domantas Sabonis,SAC,2025-26,43636000,Guaranteed
1627734.0,Domantas Sabonis,SAC,2026-27,46772000,Guaranteed
1627734.0,Domantas Sabonis,SAC,2027-28,49908000,Guaranteed
1627734.0,Domantas Sabonis,SAC,2028-29,0,Free Agent
201942.0,DeMar DeRozan,SAC,2023-24,28600000,Guaranteed
201942.0,DeMar DeRozan,SAC,2024-25,0,Free Agent
201942.0,DeMar DeRozan,SAC,2025-26,0,Free Agent
201942.0,DeMar DeRozan,SAC,2026-27,0,Free Agent
201942.0,DeMar DeRozan,SAC,2027-28,0,Free Agent
201942.0,DeMar DeRozan,SAC,2028-29,0,Free Agent
1629673.0,Jordan Poole,WAS,2023-24,27955357,Guaranteed
1629673.0,Jordan Poole,WAS,2024-25,30151786,Guaranteed
1629673.0,Jordan Poole,WAS,2025-26,32348215,Guaranteed
1629673.0,Jordan Poole,WAS,2026-27,34544642,Guaranteed
1629673.0,Jordan Poole,WAS,2027-28,0,Free Agent
1629673.0,Jordan Poole,WAS,2028-29,0,Free Agent
203924.0,Jerami Grant,POR,2023-24,27586207,Guaranteed
203924.0,Jerami Grant,POR,2024-25,29793104,Guaranteed
203924.0,Jerami Grant,POR,2025-26,32000001,Guaranteed
203924.0,Jerami Grant,POR,2026-27,34206898,Guaranteed
203924.0,Jerami Grant,POR,2027-28,36413790,Player Option
203924.0,Jerami Grant,POR,2028-29,0,Free Agent
,Jaren Jackson Jr,,2023-24,27102202,Guaranteed
,Jaren Jackson Jr,,2024-25,25257798,Guaranteed
,Jaren Jackson Jr,,2025-26,23413395,Guaranteed
,Jaren Jackson Jr,,2026-27,0,Free Agent
,Jaren Jackson Jr,,2027-28,0,Free Agent
,Jaren Jackson Jr,,2028-29,0,Free Agent
1629639.0,Tyler Herro,MIA,2023-24,27000000,Guaranteed
1629639.0,Tyler Herro,MIA,2024-25,29000000,Guaranteed
1629639.0,Tyler Herro,MIA,2025-26,31000000,Guaranteed
1629639.0,Tyler Herro,MIA,2026-27,33000000,Guaranteed
1629639.0,Tyler Herro,MIA,2027-28,0,Free Agent
1629639.0,Tyler Herro,MIA,2028-29,0,Free Agent
203944.0,Julius Randle,NYK,2023-24,26943840,Guaranteed
203944.0,Julius Randle,NYK,2024-25,28939680,Guaranteed
203944.0,Julius Randle,NYK,2025-26,30935520,Player Option
203944.0,Julius Randle,NYK,2026-27,0,Free Agent
203944.0,Julius Randle,NYK,2027-28,0,Free Agent
203944.0,Julius Randle,NYK,2028-29,0,Free Agent
1628973.0,Jalen Brunson,NYK,2023-24,26346666,Guaranteed
1628973.0,Jalen Brunson,NYK,2024-25,24960001,Guaranteed
1628973.0,Jalen Brunson,NYK,2025-26,24960001,Player Option
1628973.0,Jalen Brunson,NYK,2026-27,0,Free Agent
1628973.0,Jalen Brunson,NYK,2027-28,0,Free Agent
1628973.0,Jalen Brunson,NYK,2028-29,0,Free Agent
1629661.0,Cameron Johnson,BKN,2023-24,25679348,Guaranteed
1629661.0,Cameron Johnson,BKN,2024-25,23625000,Guaranteed
1629661.0,Cameron Johnson,BKN,2025-26,21570652,Guaranteed
1629661.0,Cameron Johnson,BKN,2026-27,23625000,Guaranteed
1629661.0,Cameron Johnson,BKN,2027-28,0,Free Agent
1629661.0,Cameron Johnson,BKN,2028-29,0,Free Agent
1628398.0,Kyle Kuzma,WAS,2023-24,25568182,Guaranteed
1628398.0,Kyle Kuzma,WAS,2024-25,23522727,Guaranteed
1628398.0,Kyle Kuzma,WAS,2025-26,21477272,Guaranteed
1628398.0,Kyle Kuzma,WAS,2026-27,19431819,Guaranteed
1628398.0,Kyle Kuzma,WAS,2027-28,0,Free Agent
1628398.0,Kyle Kuzma,WAS,2028-29,0,Free Agent
1628381.0,John Collins,UTA,2023-24,25340000,Guaranteed
1628381.0,John Collins,UTA,2024-25,26580000,Guaranteed
1628381.0,John Collins,UTA,2025-26,26580000,Player Option
1628381.0,John Collins,UTA,2026-27,0,Free Agent
1628381.0,John Collins,UTA,2027-28,0,Free Agent
1628381.0,John Collins,UTA,2028-29,0,Free Agent
201572.0,Brook Lopez,MIL,2023-24,25000000,Guaranteed
201572.0,Brook Lopez,MIL,2024-25,23000000,Guaranteed
201572.0,Brook Lopez,MIL,2025-26,0,Free Agent
201572.0,Brook Lopez,MIL,2026-27,0,Free Agent
201572.0,Brook Lopez,MIL,2027-28,0,Free Agent
201572.0,Brook Lopez,MIL,2028-29,0,Free Agent
201144.0,Mike Conley,MIN,2023-24,24360000,Guaranteed
201144.0,Mike Conley,MIN,2024-25,9975962,Guaranteed
201144.0,Mike Conley,MIN,2025-26,10774038,Guaranteed
201144.0,Mike Conley,MIN,2026-27,0,Free Agent
201144.0,Mike Conley,MIN,2027-28,0,Free Agent
201144.0,Mike Conley,MIN,2028-29,0,Free Agent
203952.0,Andrew Wiggins,GSW,2023-24,24330357,Guaranteed
203952.0,Andrew Wiggins,GSW,2024-25,26276786,Guaranteed
203952.0,Andrew Wiggins,GSW,2025-26,28223215,Guaranteed
203952.0,Andrew Wiggins,GSW,2026-27,30169644,Player Option
203952.0,Andrew Wiggins,GSW,2027-28,0,Free Agent
203952.0,Andrew Wiggins,GSW,2028-29,0,Free Agent
1629014.0,Anfernee Simons,POR,2023-24,24107143,Guaranteed
1629014.0,Anfernee Simons,POR,2024-25,25892857,Guaranteed
1629014.0,Anfernee Simons,POR,2025-26,27678571,Guaranteed
1629014.0,Anfernee Simons,POR,2026-27,0,Free Agent
1629014.0,Anfernee Simons,POR,2027-28,0,Free Agent
1629014.0,Anfernee Simons,POR,2028-29,0,Free Agent
1629628.0,RJ Barrett,TOR,2023-24,23883929,Guaranteed
1629628.0,RJ Barrett,TOR,2024-25,25794643,Guaranteed
1629628.0,RJ Barrett,TOR,2025-26,27705357,Guaranteed
1629628.0,RJ Barrett,TOR,2026-27,29616071,Guaranteed
1629628.0,RJ Barrett,TOR,2027-28,0,Free Agent
1629628.0,RJ Barrett,TOR,2028-29,0,Free Agent
203903.0,Jordan Clarkson,UTA,2023-24,23487629,Guaranteed
203903.0,Jordan Clarkson,UTA,2024-25,14092577,Guaranteed
203903.0,Jordan Clarkson,UTA,2025-26,14285714,Guaranteed
203903.0,Jordan Clarkson,UTA,2026-27,0,Free Agent
203903.0,Jordan Clarkson,UTA,2027-28,0,Free Agent
203903.0,Jordan Clarkson,UTA,2028-29,0,Free Agent
1626179.0,Terry Rozier,MIA,2023-24,23205221,Guaranteed
1626179.0,Terry Rozier,MIA,2024-25,24924126,Guaranteed
1626179.0,Terry Rozier,MIA,2025-26,26643031,Team Option
1626179.0,Terry Rozier,MIA,2026-27,0,Free Agent
1626179.0,Terry Rozier,MIA,2027-28,0,Free Agent
1626179.0,Terry Rozier,MIA,2028-29,0,Free Agent
1628415.0,Dillon Brooks,HOU,2023-24,22627671,Guaranteed
1628415.0,Dillon Brooks,HOU,2024-25,22255493,Guaranteed
1628415.0,Dillon Brooks,HOU,2025-26,21124110,Guaranteed
1628415.0,Dillon Brooks,HOU,2026-27,19992727,Guaranteed
1628415.0,Dillon Brooks,HOU,2027-28,0,Free Agent
1628415.0,Dillon Brooks,HOU,2028-29,0,Free Agent
1627763.0,Malcolm Brogdon,WAS,2023-24,22500000,Guaranteed
1627763.0,Malcolm Brogdon,WAS,2024-25,22500000,Guaranteed
1627763.0,Malcolm Brogdon,WAS,2025-26,0,Free Agent
1627763.0,Malcolm Brogdon,WAS,2026-27,0,Free Agent
1627763.0,Malcolm Brogdon,WAS,2027-28,0,Free Agent
1627763.0,Malcolm Brogdon,WAS,2028-29,0,Free Agent
203110.0,Draymond Green,GSW,2023-24,22321429,Guaranteed
203110.0,Draymond Green,GSW,2024-25,24107143,Guaranteed
203110.0,Draymond Green,GSW,2025-26,25892857,Guaranteed
203110.0,Draymond Green,GSW,2026-27,27678571,Player Option
203110.0,Draymond Green,GSW,2027-28,0,Free Agent
203110.0,Draymond Green,GSW,2028-29,0,Free Agent
1628971.0,Bruce Brown,TOR,2023-24,22000000,Guaranteed
1628971.0,Bruce Brown,TOR,2024-25,23000000,Team Option
1628971.0,Bruce Brown,TOR,2025-26,0,Free Agent
1628971.0,Bruce Brown,TOR,2026-27,0,Free Agent
1628971.0,Bruce Brown,TOR,2027-28,0,Free Agent
1628971.0,Bruce Brown,TOR,2028-29,0,Free Agent
203915.0,Spencer Dinwiddie,DAL,2023-24,21911797,Guaranteed
203915.0,Spencer Dinwiddie,DAL,2024-25,0,Free Agent
203915.0,Spencer Dinwiddie,DAL,2025-26,0,Free Agent
203915.0,Spencer Dinwiddie,DAL,2026-27,0,Free Agent
203915.0,Spencer Dinwiddie,DAL,2027-28,0,Free Agent
203915.0,Spencer Dinwiddie,DAL,2028-29,0,Free Agent
1628969.0,Mikal Bridges,NYK,2023-24,21700000,Guaranteed
1628969.0,Mikal Bridges,NYK,2024-25,23300000,Guaranteed
1628969.0,Mikal Bridges,NYK,2025-26,24900000,Guaranteed
1628969.0,Mikal Bridges,NYK,2026-27,0,Free Agent
1628969.0,Mikal Bridges,NYK,2027-28,0,Free Agent
1628969.0,Mikal Bridges,NYK,2028-29,0,Free Agent
203932.0,Aaron Gordon,DEN,2023-24,21266182,Guaranteed
203932.0,Aaron Gordon,DEN,2024-25,22841455,Guaranteed
203932.0,Aaron Gordon,DEN,2025-26,22841455,Player Option
203932.0,Aaron Gordon,DEN,2026-27,0,Free Agent
203932.0,Aaron Gordon,DEN,2027-28,0,Free Agent
203932.0,Aaron Gordon,DEN,2028-29,0,Free Agent
1626167.0,Myles Turner,IND,2023-24,20975000,Guaranteed
1626167.0,Myles Turner,IND,2024-25,19928500,Guaranteed
1626167.0,Myles Turner,IND,2025-26,0,Free Agent
1626167.0,Myles Turner,IND,2026-27,0,Free Agent
1626167.0,Myles Turner,IND,2027-28,0,Free Agent
1626167.0,Myles Turner,IND,2028-29,0,Free Agent
203991.0,Clint Capela,ATL,2023-24,20616000,Guaranteed
203991.0,Clint Capela,ATL,2024-25,22265280,Guaranteed
203991.0,Clint Capela,ATL,2025-26,0,Free Agent
203991.0,Clint Capela,ATL,2026-27,0,Free Agent
203991.0,Clint Capela,ATL,2027-28,0,Free Agent
203991.0,Clint Capela,ATL,2028-29,0,Free Agent
